135078.txt,P5,TUR,medium
136109.txt,P4,ZHO,medium
137438.txt,P8,ITA,medium
139592.txt,P6,ZHO,medium
139949.txt,P5,ARA,medium
140614.txt,P4,ITA,medium
141405.txt,P5,TEL,medium
142991.txt,P7,HIN,medium
143780.txt,P1,ITA,medium
144375.txt,P4,JPN,medium
144990.txt,P2,JPN,medium
145580.txt,P6,KOR,medium
147353.txt,P3,KOR,medium
147799.txt,P1,ZHO,medium
148625.txt,P6,JPN,medium
149081.txt,P1,SPA,medium
149753.txt,P1,KOR,medium
150717.txt,P1,SPA,medium
152157.txt,P5,SPA,medium
154270.txt,P1,JPN,medium
155456.txt,P6,ZHO,medium
156340.txt,P2,TUR,medium
157037.txt,P2,ITA,medium
158696.txt,P8,HIN,medium
159561.txt,P8,SPA,medium
160123.txt,P1,TEL,medium
161171.txt,P1,KOR,medium
161963.txt,P7,FRA,medium
162684.txt,P5,ARA,medium
163379.txt,P3,JPN,medium
164202.txt,P6,KOR,medium
164634.txt,P7,ARA,medium
165310.txt,P3,FRA,medium
166763.txt,P5,ARA,medium
167761.txt,P8,KOR,medium
168891.txt,P8,DEU,medium
170042.txt,P4,SPA,medium
172351.txt,P1,HIN,medium
172943.txt,P4,SPA,medium
173637.txt,P8,DEU,medium
174727.txt,P1,TEL,medium
176054.txt,P1,SPA,medium
176501.txt,P4,TEL,medium
177119.txt,P4,ZHO,medium
178216.txt,P1,TEL,medium
178774.txt,P5,ZHO,medium
179237.txt,P8,JPN,medium
180064.txt,P4,FRA,medium
180919.txt,P3,JPN,medium
181463.txt,P7,ZHO,medium
181772.txt,P5,JPN,medium
183439.txt,P2,ARA,medium
184425.txt,P5,DEU,medium
185353.txt,P3,ITA,medium
186038.txt,P7,HIN,medium
187606.txt,P5,TEL,medium
187987.txt,P7,ITA,medium
188924.txt,P8,ITA,medium
189340.txt,P1,ARA,medium
190335.txt,P4,TUR,medium
190605.txt,P5,FRA,medium
191284.txt,P6,SPA,medium
193638.txt,P6,SPA,medium
194381.txt,P1,TUR,medium
195811.txt,P3,ZHO,medium
196767.txt,P3,KOR,medium
197162.txt,P2,TEL,medium
197393.txt,P5,TUR,medium
198284.txt,P2,ZHO,medium
199191.txt,P8,KOR,medium
200229.txt,P3,DEU,medium
201054.txt,P6,JPN,medium
203564.txt,P4,TEL,medium
203797.txt,P8,SPA,medium
204805.txt,P7,JPN,medium
207021.txt,P8,JPN,medium
207661.txt,P1,TEL,medium
208756.txt,P1,ITA,medium
209405.txt,P5,ITA,medium
210440.txt,P6,SPA,medium
211892.txt,P1,SPA,medium
214190.txt,P4,DEU,medium
215284.txt,P7,TUR,medium
215404.txt,P2,FRA,medium
216699.txt,P4,KOR,medium
218320.txt,P3,KOR,medium
220304.txt,P8,SPA,medium
221221.txt,P7,TEL,medium
221746.txt,P7,HIN,medium
222236.txt,P4,ITA,medium
224229.txt,P7,KOR,medium
224749.txt,P7,ZHO,medium
225321.txt,P8,JPN,medium
225902.txt,P6,ZHO,medium
226985.txt,P2,ZHO,medium
227513.txt,P3,TUR,medium
228843.txt,P5,SPA,medium
229884.txt,P1,HIN,medium
230324.txt,P8,TUR,medium
231275.txt,P5,HIN,medium
231710.txt,P8,TUR,medium
232912.txt,P8,HIN,medium
234549.txt,P8,KOR,medium
235958.txt,P2,JPN,medium
236604.txt,P4,ARA,medium
237139.txt,P7,TEL,medium
238462.txt,P4,ZHO,medium
238746.txt,P7,DEU,medium
239337.txt,P2,ARA,medium
239458.txt,P7,SPA,medium
241041.txt,P3,SPA,medium
243436.txt,P5,DEU,medium
245244.txt,P3,SPA,medium
245530.txt,P2,HIN,medium
246408.txt,P3,KOR,medium
247030.txt,P7,ITA,medium
248204.txt,P5,TEL,medium
248869.txt,P7,TEL,medium
249811.txt,P1,DEU,medium
250129.txt,P5,FRA,medium
252559.txt,P5,TUR,medium
253075.txt,P3,ZHO,medium
253436.txt,P4,DEU,medium
255205.txt,P7,JPN,medium
255543.txt,P6,ZHO,medium
256471.txt,P4,TUR,medium
258625.txt,P2,KOR,medium
260850.txt,P7,TUR,medium
261326.txt,P6,SPA,medium
262108.txt,P8,HIN,medium
263434.txt,P4,KOR,medium
263985.txt,P3,DEU,medium
264742.txt,P1,HIN,medium
266499.txt,P2,FRA,medium
267031.txt,P4,JPN,medium
268700.txt,P5,ZHO,medium
269251.txt,P1,ARA,medium
269948.txt,P7,TUR,medium
270577.txt,P2,ARA,medium
272111.txt,P1,KOR,medium
272533.txt,P2,SPA,medium
273570.txt,P5,KOR,medium
274764.txt,P3,ITA,medium
276813.txt,P2,ZHO,medium
278882.txt,P1,TUR,medium
279504.txt,P8,FRA,medium
282145.txt,P3,KOR,medium
283187.txt,P7,JPN,medium
283858.txt,P3,TUR,medium
286058.txt,P6,ZHO,medium
286693.txt,P8,ZHO,medium
286788.txt,P2,TEL,medium
288101.txt,P6,SPA,medium
289027.txt,P2,JPN,medium
290671.txt,P2,SPA,medium
291964.txt,P3,HIN,medium
293907.txt,P7,TEL,medium
294163.txt,P6,ARA,medium
297471.txt,P3,KOR,medium
298409.txt,P6,DEU,medium
299503.txt,P8,SPA,medium
300271.txt,P7,TEL,medium
301964.txt,P3,KOR,medium
302276.txt,P3,HIN,medium
303946.txt,P8,SPA,medium
305227.txt,P1,ZHO,medium
305383.txt,P3,TUR,medium
306204.txt,P7,SPA,medium
307077.txt,P7,TUR,medium
308280.txt,P7,ITA,medium
308627.txt,P2,SPA,medium
308972.txt,P5,FRA,medium
310495.txt,P5,HIN,medium
311465.txt,P2,FRA,medium
312605.txt,P5,KOR,medium
313492.txt,P1,SPA,medium
314209.txt,P5,FRA,medium
315619.txt,P4,SPA,medium
316264.txt,P5,HIN,medium
317001.txt,P2,SPA,medium
318781.txt,P8,FRA,medium
319655.txt,P4,ITA,medium
320545.txt,P5,DEU,medium
321317.txt,P8,JPN,medium
322382.txt,P4,TUR,medium
322818.txt,P8,SPA,medium
323858.txt,P8,FRA,medium
325605.txt,P5,SPA,medium
327355.txt,P6,SPA,medium
328055.txt,P4,ZHO,medium
328308.txt,P5,HIN,medium
328972.txt,P6,SPA,medium
330072.txt,P4,TUR,medium
331142.txt,P5,HIN,medium
331578.txt,P8,FRA,medium
332386.txt,P7,HIN,medium
332776.txt,P4,TUR,medium
333388.txt,P2,ARA,medium
334735.txt,P8,ZHO,medium
335928.txt,P4,ZHO,medium
336738.txt,P4,ZHO,medium
337831.txt,P1,KOR,medium
338727.txt,P8,JPN,medium
339507.txt,P4,DEU,medium
340105.txt,P2,HIN,medium
340980.txt,P4,ZHO,medium
341473.txt,P1,DEU,medium
342471.txt,P3,KOR,medium
343252.txt,P1,KOR,medium
343891.txt,P1,JPN,medium
345389.txt,P7,KOR,medium
346667.txt,P4,TUR,medium
348418.txt,P8,KOR,medium
348912.txt,P3,KOR,medium
350567.txt,P4,FRA,medium
351204.txt,P6,KOR,medium
351945.txt,P3,TEL,medium
352739.txt,P7,ARA,medium
353637.txt,P4,TUR,medium
354398.txt,P3,KOR,medium
354980.txt,P2,HIN,medium
355513.txt,P5,SPA,medium
356896.txt,P4,DEU,medium
357929.txt,P3,ARA,medium
358198.txt,P1,SPA,medium
358649.txt,P1,ARA,medium
359460.txt,P6,ARA,medium
359680.txt,P8,DEU,medium
360023.txt,P7,ARA,medium
360807.txt,P1,SPA,medium
361406.txt,P7,SPA,medium
361975.txt,P1,TEL,medium
363025.txt,P8,TUR,medium
365442.txt,P8,SPA,medium
366442.txt,P8,ZHO,medium
367037.txt,P8,SPA,medium
367918.txt,P1,SPA,medium
368666.txt,P8,HIN,medium
369170.txt,P8,JPN,medium
370190.txt,P5,FRA,medium
370914.txt,P8,FRA,medium
372098.txt,P8,TUR,medium
372592.txt,P5,ARA,medium
374509.txt,P8,JPN,medium
375388.txt,P3,ZHO,medium
377496.txt,P1,HIN,medium
377696.txt,P8,TEL,medium
378529.txt,P3,HIN,medium
378807.txt,P7,ARA,medium
379130.txt,P7,DEU,medium
379397.txt,P1,ARA,medium
380681.txt,P4,ITA,medium
381876.txt,P6,ARA,medium
382214.txt,P1,TEL,medium
382685.txt,P6,SPA,medium
384152.txt,P7,ITA,medium
385664.txt,P2,JPN,medium
386425.txt,P2,HIN,medium
386790.txt,P6,ARA,medium
388691.txt,P5,ARA,medium
390852.txt,P3,ARA,medium
391591.txt,P6,JPN,medium
392078.txt,P3,TEL,medium
393450.txt,P2,TUR,medium
394880.txt,P3,FRA,medium
395054.txt,P8,DEU,medium
396748.txt,P3,KOR,medium
397373.txt,P3,JPN,medium
397753.txt,P7,TUR,medium
399602.txt,P8,HIN,medium
400278.txt,P2,ARA,medium
402915.txt,P1,ZHO,medium
403467.txt,P5,TUR,medium
404436.txt,P5,KOR,medium
405349.txt,P5,ARA,medium
406028.txt,P2,TUR,medium
406896.txt,P3,ARA,medium
408242.txt,P6,HIN,medium
409056.txt,P2,TEL,medium
409820.txt,P3,ARA,medium
410702.txt,P7,FRA,medium
410900.txt,P1,KOR,medium
412083.txt,P7,SPA,medium
412744.txt,P3,ARA,medium
415597.txt,P4,TUR,medium
416852.txt,P5,SPA,medium
419007.txt,P5,JPN,medium
420004.txt,P7,SPA,medium
421511.txt,P4,ZHO,medium
423534.txt,P6,KOR,medium
424444.txt,P1,TUR,medium
425089.txt,P2,TEL,medium
425740.txt,P7,HIN,medium
426468.txt,P5,ARA,medium
427143.txt,P5,HIN,medium
428625.txt,P2,ZHO,medium
429993.txt,P2,KOR,medium
431173.txt,P3,TUR,medium
432308.txt,P8,TUR,medium
434129.txt,P8,FRA,medium
434851.txt,P8,HIN,medium
435182.txt,P8,TEL,medium
436072.txt,P7,ITA,medium
437953.txt,P7,ZHO,medium
439080.txt,P8,KOR,medium
439503.txt,P8,DEU,medium
441517.txt,P3,JPN,medium
441870.txt,P2,SPA,medium
443398.txt,P8,HIN,medium
444588.txt,P3,KOR,medium
445485.txt,P6,SPA,medium
446405.txt,P3,HIN,medium
448248.txt,P1,KOR,medium
449166.txt,P3,KOR,medium
450144.txt,P1,DEU,medium
450516.txt,P8,JPN,medium
450861.txt,P5,JPN,medium
451803.txt,P3,DEU,medium
453003.txt,P8,HIN,medium
453370.txt,P8,TUR,medium
454748.txt,P7,TEL,medium
455070.txt,P5,ZHO,medium
455720.txt,P8,ITA,medium
457243.txt,P6,KOR,medium
458078.txt,P6,ZHO,medium
458947.txt,P1,TEL,medium
459627.txt,P8,ITA,medium
460551.txt,P7,TEL,medium
462058.txt,P8,TEL,medium
463633.txt,P7,ARA,medium
464547.txt,P3,TEL,medium
464802.txt,P7,SPA,medium
465096.txt,P1,FRA,medium
465959.txt,P3,TEL,medium
466154.txt,P1,JPN,medium
466675.txt,P1,TUR,medium
467644.txt,P3,FRA,medium
469493.txt,P1,ARA,medium
471184.txt,P1,TEL,medium
472385.txt,P5,TUR,medium
473771.txt,P7,ITA,medium
475475.txt,P3,JPN,medium
477043.txt,P8,TUR,medium
478082.txt,P7,TUR,medium
478880.txt,P1,JPN,medium
480922.txt,P7,TUR,medium
481560.txt,P3,JPN,medium
481984.txt,P8,ZHO,medium
482413.txt,P7,KOR,medium
482885.txt,P3,TEL,medium
483594.txt,P1,DEU,medium
483949.txt,P8,TUR,medium
484246.txt,P7,SPA,medium
484493.txt,P5,ITA,medium
486052.txt,P8,JPN,medium
487073.txt,P7,JPN,medium
488219.txt,P8,DEU,medium
488388.txt,P6,JPN,medium
489763.txt,P4,JPN,medium
490710.txt,P2,TEL,medium
491237.txt,P7,TEL,medium
491733.txt,P5,DEU,medium
492113.txt,P7,TUR,medium
493293.txt,P1,KOR,medium
494614.txt,P5,KOR,medium
495746.txt,P8,TUR,medium
497082.txt,P1,JPN,medium
498954.txt,P3,ZHO,medium
500492.txt,P8,ARA,medium
501218.txt,P5,TEL,medium
502380.txt,P2,ZHO,medium
503106.txt,P3,KOR,medium
504053.txt,P7,TEL,medium
504656.txt,P7,SPA,medium
505711.txt,P1,ITA,medium
507926.txt,P8,ARA,medium
508658.txt,P7,TUR,medium
509301.txt,P4,ARA,medium
511564.txt,P3,FRA,medium
511900.txt,P1,ITA,medium
513615.txt,P8,TEL,medium
515308.txt,P4,SPA,medium
516491.txt,P8,HIN,medium
517652.txt,P2,DEU,medium
518705.txt,P3,HIN,medium
519307.txt,P5,ITA,medium
520556.txt,P2,TEL,medium
521027.txt,P2,ARA,medium
522019.txt,P7,JPN,medium
523119.txt,P1,KOR,medium
524381.txt,P3,KOR,medium
524906.txt,P1,HIN,medium
525628.txt,P4,ARA,medium
526315.txt,P2,TEL,medium
527259.txt,P4,ZHO,medium
527417.txt,P2,ARA,medium
527904.txt,P1,TUR,medium
528099.txt,P2,TUR,medium
529291.txt,P4,FRA,medium
529950.txt,P5,ITA,medium
531640.txt,P5,JPN,medium
532892.txt,P5,KOR,medium
533407.txt,P5,JPN,medium
534637.txt,P8,TUR,medium
535048.txt,P3,ITA,medium
535832.txt,P6,TUR,medium
536417.txt,P3,ITA,medium
537067.txt,P5,SPA,medium
537737.txt,P3,FRA,medium
538400.txt,P4,FRA,medium
539885.txt,P8,FRA,medium
540998.txt,P2,ITA,medium
541990.txt,P7,ITA,medium
542173.txt,P4,HIN,medium
542946.txt,P3,JPN,medium
544152.txt,P6,JPN,medium
544925.txt,P7,ITA,medium
546354.txt,P6,JPN,medium
547293.txt,P1,JPN,medium
548695.txt,P5,ITA,medium
549466.txt,P8,FRA,medium
549586.txt,P2,ARA,medium
550108.txt,P3,ITA,medium
550646.txt,P7,KOR,medium
551840.txt,P2,FRA,medium
552662.txt,P8,TUR,medium
554177.txt,P3,ARA,medium
554731.txt,P6,TUR,medium
556784.txt,P5,HIN,medium
558426.txt,P5,SPA,medium
559209.txt,P3,HIN,medium
559999.txt,P8,FRA,medium
560660.txt,P2,SPA,medium
561433.txt,P8,ITA,medium
562974.txt,P8,ZHO,medium
564761.txt,P2,JPN,medium
566002.txt,P5,JPN,medium
566458.txt,P3,TUR,medium
567278.txt,P6,JPN,medium
567945.txt,P4,FRA,medium
569034.txt,P8,HIN,medium
569140.txt,P8,JPN,medium
569366.txt,P6,KOR,medium
569370.txt,P6,JPN,medium
569552.txt,P8,HIN,medium
570296.txt,P7,TUR,medium
570409.txt,P7,TEL,medium
570653.txt,P7,KOR,medium
571261.txt,P7,TUR,medium
571475.txt,P7,ZHO,medium
571580.txt,P8,ZHO,medium
571680.txt,P5,KOR,medium
571824.txt,P7,TUR,medium
572315.txt,P8,TEL,medium
572429.txt,P5,HIN,medium
572567.txt,P5,ITA,medium
573151.txt,P5,HIN,medium
573280.txt,P5,ITA,medium
573794.txt,P3,JPN,medium
573895.txt,P2,ARA,medium
574049.txt,P5,ITA,medium
574050.txt,P7,TEL,medium
574079.txt,P2,SPA,medium
574231.txt,P1,ZHO,medium
574279.txt,P1,DEU,medium
574440.txt,P2,KOR,medium
575457.txt,P2,ZHO,medium
575615.txt,P2,KOR,medium
577644.txt,P3,DEU,medium
577658.txt,P7,DEU,medium
577985.txt,P5,HIN,medium
578415.txt,P2,ITA,medium
578558.txt,P3,JPN,medium
579144.txt,P8,DEU,medium
579233.txt,P4,SPA,medium
579464.txt,P8,TEL,medium
580138.txt,P2,JPN,medium
581396.txt,P5,SPA,medium
581586.txt,P3,JPN,medium
581789.txt,P4,KOR,medium
582057.txt,P8,ITA,medium
582067.txt,P3,ZHO,medium
582854.txt,P8,ITA,medium
583632.txt,P5,KOR,medium
583681.txt,P5,ITA,medium
583905.txt,P4,ITA,medium
584480.txt,P5,DEU,medium
584486.txt,P7,TEL,medium
584940.txt,P2,KOR,medium
585777.txt,P3,TEL,medium
585957.txt,P5,FRA,medium
586048.txt,P3,ITA,medium
586292.txt,P8,ZHO,medium
586711.txt,P3,ARA,medium
586861.txt,P1,FRA,medium
587034.txt,P1,ZHO,medium
587212.txt,P5,DEU,medium
587861.txt,P7,ARA,medium
588147.txt,P6,TEL,medium
588149.txt,P8,TEL,medium
588664.txt,P2,TEL,medium
588800.txt,P7,KOR,medium
589124.txt,P8,TUR,medium
589665.txt,P1,ARA,medium
590732.txt,P5,FRA,medium
591199.txt,P1,HIN,medium
591239.txt,P6,ARA,medium
591260.txt,P5,ZHO,medium
592465.txt,P1,ZHO,medium
592760.txt,P7,TEL,medium
593025.txt,P8,JPN,medium
593140.txt,P4,SPA,medium
593292.txt,P4,TEL,medium
594107.txt,P1,TUR,medium
594483.txt,P1,ZHO,medium
594557.txt,P5,TUR,medium
595494.txt,P4,SPA,medium
595507.txt,P1,TEL,medium
597397.txt,P6,ARA,medium
597558.txt,P4,FRA,medium
597582.txt,P2,ZHO,medium
598606.txt,P7,HIN,medium
599447.txt,P2,ARA,medium
600252.txt,P5,ZHO,medium
600651.txt,P3,ITA,medium
600840.txt,P3,ZHO,medium
600908.txt,P7,DEU,medium
600948.txt,P2,KOR,medium
601537.txt,P6,TUR,medium
601700.txt,P8,ARA,medium
602294.txt,P1,DEU,medium
602602.txt,P3,FRA,medium
603150.txt,P4,TUR,medium
604075.txt,P8,TUR,medium
604241.txt,P1,KOR,medium
604607.txt,P7,SPA,medium
604907.txt,P8,TUR,medium
605071.txt,P1,ZHO,medium
605081.txt,P7,JPN,medium
605644.txt,P3,ITA,medium
605993.txt,P5,FRA,medium
606480.txt,P1,DEU,medium
607448.txt,P4,ARA,medium
607506.txt,P4,ZHO,medium
607824.txt,P7,TEL,medium
607967.txt,P2,ZHO,medium
608197.txt,P5,TUR,medium
608718.txt,P2,FRA,medium
608915.txt,P1,ITA,medium
609049.txt,P4,JPN,medium
609619.txt,P4,ITA,medium
609847.txt,P5,ARA,medium
610410.txt,P4,ITA,medium
610559.txt,P2,KOR,medium
610747.txt,P3,JPN,medium
611010.txt,P8,ZHO,medium
611015.txt,P1,ZHO,medium
611569.txt,P4,ITA,medium
611648.txt,P8,HIN,medium
612960.txt,P1,FRA,medium
613331.txt,P3,JPN,medium
613667.txt,P7,TUR,medium
613787.txt,P7,HIN,medium
613865.txt,P7,TEL,medium
614614.txt,P4,TUR,medium
614919.txt,P3,ITA,medium
614943.txt,P2,DEU,medium
615689.txt,P8,KOR,medium
615771.txt,P6,ARA,medium
615790.txt,P7,DEU,medium
616109.txt,P3,TEL,medium
616271.txt,P7,JPN,medium
617929.txt,P6,JPN,medium
618914.txt,P4,ITA,medium
618952.txt,P1,DEU,medium
619171.txt,P5,ZHO,medium
619794.txt,P8,KOR,medium
619822.txt,P8,ITA,medium
619863.txt,P6,ARA,medium
619888.txt,P4,ITA,medium
620203.txt,P7,TUR,medium
620562.txt,P3,ZHO,medium
621207.txt,P2,DEU,medium
621280.txt,P7,ZHO,medium
621287.txt,P7,ZHO,medium
621533.txt,P6,SPA,medium
621566.txt,P4,SPA,medium
622011.txt,P8,ARA,medium
622325.txt,P8,FRA,medium
622671.txt,P8,ITA,medium
622698.txt,P5,ITA,medium
622905.txt,P8,TEL,medium
623728.txt,P4,TUR,medium
624407.txt,P3,ITA,medium
624994.txt,P8,TUR,medium
625750.txt,P7,DEU,medium
625965.txt,P7,TUR,medium
626086.txt,P5,KOR,medium
626425.txt,P1,KOR,medium
626742.txt,P8,HIN,medium
626910.txt,P2,ITA,medium
627158.txt,P7,KOR,medium
627343.txt,P2,ITA,medium
627860.txt,P7,ZHO,medium
627946.txt,P5,JPN,medium
628285.txt,P3,ZHO,medium
628945.txt,P5,DEU,medium
628973.txt,P3,TEL,medium
629293.txt,P6,SPA,medium
629806.txt,P8,JPN,medium
629919.txt,P7,ARA,medium
629958.txt,P6,JPN,medium
630250.txt,P1,ITA,medium
630275.txt,P1,ITA,medium
631538.txt,P5,ITA,medium
631638.txt,P2,FRA,medium
631760.txt,P5,DEU,medium
631977.txt,P8,TEL,medium
632445.txt,P3,JPN,medium
633101.txt,P1,ZHO,medium
634324.txt,P4,TUR,medium
634325.txt,P2,HIN,medium
634426.txt,P4,ITA,medium
634628.txt,P2,SPA,medium
634999.txt,P5,HIN,medium
635482.txt,P8,ITA,medium
636503.txt,P5,TUR,medium
636603.txt,P7,FRA,medium
637126.txt,P7,ARA,medium
637890.txt,P1,ZHO,medium
638206.txt,P2,ARA,medium
638441.txt,P2,ZHO,medium
638476.txt,P7,JPN,medium
638921.txt,P3,JPN,medium
639257.txt,P4,SPA,medium
639305.txt,P8,JPN,medium
639345.txt,P5,ARA,medium
639751.txt,P7,ITA,medium
640201.txt,P5,ITA,medium
640516.txt,P2,JPN,medium
640775.txt,P1,ZHO,medium
640975.txt,P8,ARA,medium
641109.txt,P6,KOR,medium
642012.txt,P7,ARA,medium
642225.txt,P3,DEU,medium
642421.txt,P3,TEL,medium
642565.txt,P8,TUR,medium
642810.txt,P7,TUR,medium
642843.txt,P4,KOR,medium
643278.txt,P8,FRA,medium
644066.txt,P7,ARA,medium
644077.txt,P4,FRA,medium
644115.txt,P2,ZHO,medium
644141.txt,P1,HIN,medium
644766.txt,P2,FRA,medium
644817.txt,P1,TUR,medium
645115.txt,P3,SPA,medium
645392.txt,P7,JPN,medium
645527.txt,P1,HIN,medium
646344.txt,P4,ARA,medium
646611.txt,P3,TEL,medium
647119.txt,P4,DEU,medium
647135.txt,P2,FRA,medium
647213.txt,P1,TUR,medium
647449.txt,P7,ZHO,medium
647977.txt,P7,FRA,medium
648555.txt,P5,TUR,medium
648879.txt,P5,HIN,medium
649448.txt,P3,ITA,medium
649785.txt,P3,JPN,medium
649987.txt,P1,FRA,medium
650023.txt,P4,ITA,medium
650042.txt,P1,TUR,medium
650069.txt,P3,FRA,medium
650286.txt,P8,FRA,medium
650300.txt,P1,ITA,medium
650391.txt,P7,ARA,medium
650437.txt,P7,ZHO,medium
650486.txt,P3,ZHO,medium
651200.txt,P4,ITA,medium
651824.txt,P6,SPA,medium
652314.txt,P2,JPN,medium
652435.txt,P8,KOR,medium
652676.txt,P6,KOR,medium
652753.txt,P5,TUR,medium
652841.txt,P2,TEL,medium
652944.txt,P8,SPA,medium
653019.txt,P2,KOR,medium
653273.txt,P3,ZHO,medium
653627.txt,P8,SPA,medium
653938.txt,P8,KOR,medium
654424.txt,P3,KOR,medium
654621.txt,P2,TEL,medium
654995.txt,P2,FRA,medium
655947.txt,P8,TUR,medium
656961.txt,P8,TEL,medium
657122.txt,P7,TUR,medium
657288.txt,P1,DEU,medium
657466.txt,P1,DEU,medium
657752.txt,P7,TUR,medium
657932.txt,P8,SPA,medium
657965.txt,P8,JPN,medium
659499.txt,P5,ITA,medium
659787.txt,P8,ARA,medium
660024.txt,P6,JPN,medium
660173.txt,P5,HIN,medium
660188.txt,P1,JPN,medium
660279.txt,P5,FRA,medium
660957.txt,P2,FRA,medium
661192.txt,P8,FRA,medium
661583.txt,P1,TEL,medium
661593.txt,P1,TEL,medium
662208.txt,P8,HIN,medium
662381.txt,P8,SPA,medium
662487.txt,P3,SPA,medium
662639.txt,P1,FRA,medium
662871.txt,P8,KOR,medium
662997.txt,P2,ARA,medium
